date,time,Code,Owner,Grower,Vineyard,blockID,variety,region,ID,product,brix,ta,ph,malic,alpha.amino,ammonia,calculated,potassium, 
18-09-17,5:22:15 PM,275,Mission Hill Family Estate,Sebastian Farms,SF19,19SBO,SB,OW,BS275,Must,18.7,9.3,2.97,2.88,31,34,59,1193,
18-09-26,1:33:20 PM,275,Mission Hill Family Estate,Sebastian Farms,SF19,19SBO,SB,OW,BS275,Must,21.5,7.8,3.07,2.37,48,26,69,1249,
18-08-23,12:46:12 PM,275,Mission Hill Family Estate,Sebastian Farms,SF19,19SBO,SB,OW,BS275- 19SBO,Must,19.2,11.7,2.86,4.96,37,33,65,1653,
18-09-04,4:30:42 PM,276,Mission Hill Family Estate,Sebastian Farms,SF19,19SBG,SB,OW,BS276,Must,17.3,10,2.9,3.19,25,44,61,1016,
18-09-10,8:15:31 PM,276,Mission Hill Family Estate,Sebastian Farms,SF19,19SBG,SB,OW,BS276,Must,19.6,9.1,2.96,2.73,30,44,66,1062,
18-09-17,5:21:43 PM,276,Mission Hill Family Estate,Sebastian Farms,SF19,19SBG,SB,OW,BS276,Must,22.6,7.9,3.07,2.22,31,25,51,1180,
18-08-27,5:33:22 PM,277,Mission Hill Family Estate,Sebastian Farms,SF19,19SBJ,SB,OW,BS277,Must,17,10.2,2.87,3.19,15,34,43,1038,
18-09-28,6:16:16 PM,277,Mission Hill Family Estate,Sebastian Farms,SF19,19SBJ,SB,OW,BS277,Must,18.6,7.9,3.09,2.08,38,31,64,1113,
18-08-23,12:45:41 PM,277,Mission Hill Family Estate,Sebastian Farms,SF19,19SBJ,SB,OW,BS277- 19SBJ,Must,17.4,10.8,2.9,4.07,36,39,68,1388,
18-09-12,3:25:48 PM,278,Mission Hill Family Estate,Sebastian Farms,SF22,22PNO,PN,LS,BS278,Must,23.4,8.8,3.05,2.87,82,43,118,1445,
18-09-12,3:24:13 PM,279,Mission Hill Family Estate,Sebastian Farms,SF22,22PNN,PN,LS,BS279,Must,23.7,8.4,3.09,2.77,98,45,135,1532,
18-08-31,12:07:19 PM,28,Mission Hill Family Estate,Sebastian Farms,SF01,01MED,ME,BN,BS28,Must,18.4,9.6,3,3.13,41,35,70,1365,
18-09-06,4:48:04 PM,28,Mission Hill Family Estate,Sebastian Farms,SF01,01MED,ME,BN,BS28,Must,19.2,8.9,3.17,2.99,59,41,92,1637,
18-09-11,6:40:27 PM,28,Mission Hill Family Estate,Sebastian Farms,SF01,01MED,ME,BN,BS28,Must,19.3,8.6,3.16,2.76,49,32,76,1588,
18-09-12,3:24:44 PM,281,Mission Hill Family Estate,Sebastian Farms,SF22,22PNL,PN,LS,BS281,Must,22.6,8.7,3.08,2.86,74,41,108,1503,
18-09-28,6:10:59 PM,282,Mission Hill Family Estate,Sebastian Farms,SF23,23MEA,ME,GM,BS282,Must,24,6,3.5,2.15,115,42,149,1500,
18-09-12,3:25:17 PM,285,Mission Hill Family Estate,Sebastian Farms,SF22,22PNP,PN,LS,BS285,Must,22.6,8.6,3.07,2.54,105,72,164,1351,
18-09-26,1:35:26 PM,286,Mission Hill Family Estate,Sebastian Farms,SF23,23MEE,ME,GM,BS286,Must,24.8,5.1,3.45,1.84,101,38,133,1210,
18-09-19,2:20:58 PM,287,Mission Hill Family Estate,Sebastian Farms,SF23,23MED,ME,GM,BS287,Must,24.1,4.3,3.56,1.64,86,35,116,1293,
18-09-26,1:34:55 PM,288,Mission Hill Family Estate,Sebastian Farms,SF23,23MEC,ME,GM,BS288,Must,24.4,5.1,3.51,1.75,130,52,173,1207,
18-09-28,6:11:31 PM,289,Mission Hill Family Estate,Sebastian Farms,SF23,23MEB,ME,GM,BS289,Must,24.5,5,3.66,1.81,137,43,172,1550,
18-08-28,7:26:09 PM,29,Mission Hill Family Estate,Sebastian Farms,SF01,01MEE,ME,BN,BS29,Must,19.2,8.7,3.12,2.74,66,61,117,1269,
18-08-31,12:07:06 PM,29,Mission Hill Family Estate,Sebastian Farms,SF01,01MEE,ME,BN,BS29,Must,20.1,8.6,3.15,3.3,70,50,111,1425,
18-09-06,4:48:16 PM,29,Mission Hill Family Estate,Sebastian Farms,SF01,01MEE,ME,BN,BS29,Must,21.2,7.4,3.33,2.67,85,45,122,1652,
18-09-11,6:40:39 PM,29,Mission Hill Family Estate,Sebastian Farms,SF01,01MEE,ME,BN,BS29,Must,21.7,7.4,3.36,2.38,96,55,141,1667,
18-09-28,6:12:34 PM,290,Mission Hill Family Estate,Sebastian Farms,SF23,23MEI,ME,GM,BS290,Must,24.9,5.6,3.67,2.54,130,51,172,1757,
18-09-19,2:19:54 PM,291,Mission Hill Family Estate,Sebastian Farms,SF23,23MEH,ME,GM,BS291,Must,25.2,5.3,3.44,1.99,80,31,106,1235,
18-09-19,2:20:26 PM,292,Mission Hill Family Estate,Sebastian Farms,SF23,23MEG,ME,GM,BS292,Must,25.3,5,3.55,2.4,83,29,106,1414,
18-09-28,6:12:03 PM,293,Mission Hill Family Estate,Sebastian Farms,SF23,23MEF,ME,GM,BS293,Must,24.6,5.2,3.67,1.97,135,40,167,1607,
18-10-22,7:58:23 PM,295,Mission Hill Family Estate,Sebastian Farms,SF21,21PVD,PV,OE,BS295,Must,26.1,9.9,3.12,4.79,96,48,135,1337,
18-10-22,7:56:46 PM,296,Mission Hill Family Estate,Sebastian Farms,SF21,21PVA,PV,OE,BS296,Must,25.1,8.3,3.28,3.58,107,42,141,1423,
18-10-22,7:57:18 PM,297,Mission Hill Family Estate,Sebastian Farms,SF21,21PVB,PV,OE,BS297,Must,25.1,9.3,3.17,3.94,92,47,131,1390,
18-08-31,12:07:50 PM,30,Mission Hill Family Estate,Sebastian Farms,SF01,01MEG,ME,BN,BS30,Must,19.2,9.6,3.05,2.96,59,52,102,1470,
18-09-06,4:48:48 PM,30,Mission Hill Family Estate,Sebastian Farms,SF01,01MEG,ME,BN,BS30,Must,20.3,8.4,3.23,2.57,82,62,133,1584,
18-09-11,6:41:11 PM,30,Mission Hill Family Estate,Sebastian Farms,SF01,01MEG,ME,BN,BS30,Must,20.6,7.6,3.3,2.26,77,45,115,1621,
18-10-01,8:20:15 PM,30,Mission Hill Family Estate,Sebastian Farms,SF01,01MEG,ME,BN,BS30,Must,23.3,6.1,3.42,1.9,73,24,92,1599,
18-10-10,5:44:40 PM,30,Mission Hill Family Estate,Sebastian Farms,SF01,01MEG,ME,BN,BS30,Must,21.7,6.9,3.32,1.97,57,18,72,1539,
18-10-15,8:39:54 PM,30,Mission Hill Family Estate,Sebastian Farms,SF01,01MEG,ME,BN,BS30,Must,23.5,6.1,3.5,1.66,77,23,96,1727,
18-09-04,4:33:51 PM,300,Mission Hill Family Estate,Sebastian Farms,SF21,21SBE,SB,OE,BS300,Must,18.5,10.8,2.86,3.88,39,65,92,978,
18-09-10,8:17:37 PM,300,Mission Hill Family Estate,Sebastian Farms,SF21,21SBE,SB,OE,BS300,Must,17.4,10.2,2.89,3.12,27,50,68,1000,
18-09-17,5:23:49 PM,300,Mission Hill Family Estate,Sebastian Farms,SF21,21SBE,SB,OE,BS300,Must,17.6,9.6,2.9,2.65,28,47,67,907,
18-09-04,4:38:36 PM,303,Mission Hill Family Estate,Sebastian Farms,SF22,22PNG,PN,LS,BS303,Must,20,12,2.79,4.46,29,35,58,1233,
18-09-11,6:57:32 PM,303,Mission Hill Family Estate,Sebastian Farms,SF22,22PNG,PN,LS,BS303,Must,21.3,9.8,2.99,3.39,51,39,82,1322,
18-09-04,4:38:04 PM,303,Mission Hill Family Estate,Sebastian Farms,SF22,22PNG,PN,LS,BS305,Must,19.9,10.7,2.83,3.6,24,34,52,1124,
18-09-11,6:57:00 PM,305,Mission Hill Family Estate,Sebastian Farms,SF22,22PND,PN,LS,BS305,Must,21.8,9.7,2.96,3.26,37,30,61,1254,
18-09-11,6:58:03 PM,308,Mission Hill Family Estate,Sebastian Farms,SF22,22PNH,PN,LS,BS308,Must,21.4,10.2,2.97,3.74,55,43,91,1346,
18-09-11,6:58:35 PM,309,Mission Hill Family Estate,Sebastian Farms,SF22,22PNI,PN,LS,BS309,Must,22.9,8.7,3.15,3.3,89,56,135,1391,
18-09-18,7:33:51 PM,309,Mission Hill Family Estate,Sebastian Farms,SF22,22PNI,PN,LS,BS309,Must,23.5,8.3,3.21,3.19,91,48,130,1458,
18-09-26,1:35:58 PM,31,Mission Hill Family Estate,Sebastian Farms,SF01,01MEH,ME,BN,BS31,Must,23.7,6.2,3.38,1.55,79,35,108,1213,
18-08-28,7:51:53 PM,313,Mission Hill Family Estate,Sebastian Farms,SF27,27CHB,CH,GM,BS313,Must,20.1,10.7,3.02,4.15,60,54,105,1423,
18-08-31,12:14:10 PM,319,Mission Hill Family Estate,Sebastian Farms,SF28,28MEA,ME,OE,BS319,Must,20.2,7.7,3.13,2.2,47,25,67,1423,
18-09-06,4:52:29 PM,319,Mission Hill Family Estate,Sebastian Farms,SF28,28MEA,ME,OE,BS319,Must,20.5,7.8,3.21,2.04,69,49,109,1431,
18-09-28,6:05:43 PM,32,Mission Hill Family Estate,Sebastian Farms,SF02,02CFH,CF,OE,BS32,Must,25.6,4.5,3.55,1.33,48,-12,37,1536,
18-10-03,8:27:07 PM,32,Mission Hill Family Estate,Sebastian Farms,SF02,02CFH,CF,OE,BS32,Must,26.2,4.6,3.52,1.31,54,6,59,1416,
18-10-10,5:48:02 PM,32,Mission Hill Family Estate,Sebastian Farms,SF02,02CFH,CF,OE,BS32,Must,26.1,4.8,3.57,1.54,59,-10,51,1678,
18-10-10,5:48:34 PM,32,Mission Hill Family Estate,Sebastian Farms,SF02,02CFH,CF,OE,BS32,Must,27,4.5,3.56,1.61,45,-9,38,1640,
18-10-15,8:40:07 PM,32,Mission Hill Family Estate,Sebastian Farms,SF02,02CFH,CF,OE,BS32,Must,26,4.6,3.54,1.48,57,-6,52,1493,
18-09-06,4:54:04 PM,320,Mission Hill Family Estate,Sebastian Farms,SF28,28MEF,ME,OE,BS320,Must,20.6,8.3,3.14,2.08,58,49,99,1479,
18-09-06,4:53:33 PM,321,Mission Hill Family Estate,Sebastian Farms,SF28,28MEE,ME,OE,BS321,Must,21.4,8,3.16,2.08,62,44,98,1393,
18-08-31,12:14:42 PM,322,Mission Hill Family Estate,Sebastian Farms,SF28,28SYC,SY,OE,BS322,Must,19.2,9.6,2.98,3.97,64,68,120,1241,
18-09-06,4:54:36 PM,322,Mission Hill Family Estate,Sebastian Farms,SF28,28SYC,SY,OE,BS322,Must,19.7,9.4,3.05,3.82,69,63,120,1212,
18-09-11,6:44:53 PM,322,Mission Hill Family Estate,Sebastian Farms,SF28,28SYC,SY,OE,BS322,Must,19.9,8.4,3.15,3.19,73,56,119,1341,
18-09-18,1:49:54 PM,322,Mission Hill Family Estate,Sebastian Farms,SF28,28SYC,SY,OE,BS322,Must,21.1,6.8,3.27,2.54,74,31,100,1456,
18-08-31,12:15:13 PM,325,Mission Hill Family Estate,Sebastian Farms,SF28,28SYD,SY,OE,BS325,Must,18.6,11.1,2.86,4.75,53,63,106,1278,
18-09-06,4:55:08 PM,325,Mission Hill Family Estate,Sebastian Farms,SF28,28SYD,SY,OE,BS325,Must,19.6,11.1,3,4.89,69,72,128,1503,
18-09-11,6:45:26 PM,325,Mission Hill Family Estate,Sebastian Farms,SF28,28SYD,SY,OE,BS325,Must,19.9,10.1,3.08,4,60,54,105,1550,
18-09-18,1:50:26 PM,325,Mission Hill Family Estate,Sebastian Farms,SF28,28SYD,SY,OE,BS325,Must,20.3,8.7,3.1,3.82,64,38,95,1386,
18-09-28,6:05:31 PM,33,Mission Hill Family Estate,Sebastian Farms,SF02,02CFT,CF,OE,BS33,Must,24.9,4.5,3.59,1.19,56,-3,53,1705,
18-10-03,8:26:36 PM,33,Mission Hill Family Estate,Sebastian Farms,SF02,02CFT,CF,OE,BS33,Must,26.7,4.6,3.54,1.21,47,-1,45,1472,
18-09-05,7:51:22 PM,336,Mission Hill Family Estate,Sebastian Farms,SF26,26CHE,CH,GM,BS336,Must,20.6,10.5,3.12,4.82,70,47,109,1682,
18-09-12,11:23:17 AM,336,Mission Hill Family Estate,Sebastian Farms,SF26,26CHE,CH,GM,BS336,Must,23.1,7.7,3.19,3.78,81,24,101,1662,
18-08-27,4:16:20 PM,34,Mission Hill Family Estate,Sebastian Farms,SF02,02CHC,CH,OE,BS34,Must,21.2,8.2,3.13,2.51,44,33,71,1337,
18-08-23,12:40:43 PM,34,Mission Hill Family Estate,Sebastian Farms,SF02,02CHC,CH,OE,BS34- 2CHCB,Must,19.9,8.2,3.19,3.42,61,26,82,1731,
18-10-15,8:51:43 PM,341,Mission Hill Family Estate,Sebastian Farms,SF27,27CFG,CF,GM,BS341,Must,21.2,8,3.3,3.17,82,29,105,1520,
18-10-19,3:05:00 PM,342,Mission Hill Family Estate,Sebastian Farms,SF30,30CSE,CS,OW,BS342,Must,22.2,5.5,3.49,2.03,92,43,128,1462,
18-08-27,4:16:32 PM,35,Mission Hill Family Estate,Sebastian Farms,SF02,02CHD,CH,OE,BS35,Must,18.5,9.6,3.04,3.66,28,24,48,1386,
18-09-04,4:34:24 PM,35,Mission Hill Family Estate,Sebastian Farms,SF02,02CHD,CH,OE,BS35,Must,20.8,8,3.21,2.66,63,36,93,1435,
18-08-23,12:40:56 PM,35,Mission Hill Family Estate,Sebastian Farms,SF02,02CHD,CH,OE,BS35- 2CHD,Must,18,8.9,3.16,3.98,47,20,63,1673,
18-10-02,6:52:09 PM,351,Mission Hill Family Estate,Sebastian Farms,SF30,30MEH,ME,OW,BS351,Must,24.6,5.2,3.43,1.47,88,18,103,1289,
18-09-13,4:34:16 PM,352,Mission Hill Family Estate,Sebastian Farms,SF30,30MEG,ME,OW,BS352,Must,23.3,5.4,3.43,1.24,64,19,80,1429,
18-10-02,6:51:37 PM,354,Mission Hill Family Estate,Sebastian Farms,SF30,30MED,ME,OW,BS354,Must,24.5,5.6,3.4,2.1,70,9,77,1415,
18-09-13,4:33:44 PM,356,Mission Hill Family Estate,Sebastian Farms,SF30,30MEB,ME,OW,BS356,Must,23.5,4.6,3.55,1.07,80,25,100,1408,
18-10-17,8:16:53 PM,37,Mission Hill Family Estate,Sebastian Farms,SF02,02CSA,CS,OE,BS37,Must,24.8,6.1,3.33,1.93,48,13,58,1329,
18-10-22,7:51:14 PM,37,Mission Hill Family Estate,Sebastian Farms,SF02,02CSA,CS,OE,BS37,Must,25.2,5.7,3.41,2.1,70,13,80,1462,
18-10-02,6:54:47 PM,374,Mission Hill Family Estate,Sebastian Farms,SF33,33SYI,SY,OE,BS374,Must,20.8,6.1,3.32,1.81,90,34,118,1318,
18-10-16,3:56:05 PM,374,Mission Hill Family Estate,Sebastian Farms,SF33,33SYI,SY,OE,BS374,Must,23.1,5.8,3.34,1.98,101,20,117,1492,
18-10-02,6:54:15 PM,375,Mission Hill Family Estate,Sebastian Farms,SF33,33SYH,SY,OE,BS375,Must,21.5,6.1,3.32,1.73,88,35,117,1307,
18-10-16,3:55:52 PM,375,Mission Hill Family Estate,Sebastian Farms,SF33,33SYH,SY,OE,BS375,Must,23.4,6.2,3.31,1.87,83,22,101,1519,
18-10-16,3:56:36 PM,375,Mission Hill Family Estate,Sebastian Farms,SF33,33SYH,SY,OE,BS375,Must,22.9,5.5,3.36,1.63,104,23,123,1368,
18-09-13,4:34:48 PM,376,Mission Hill Family Estate,Sebastian Farms,SF33,33VIG,VI,OE,BS376,Must,20.5,7.5,3.17,2.3,47,31,73,1321,
18-09-13,4:35:19 PM,376,Mission Hill Family Estate,Sebastian Farms,SF33,33VIG,VI,OE,BS376,Must,22,7.3,3.24,2.36,72,44,108,1368,
18-10-22,7:59:24 PM,379,Mission Hill Family Estate,Sebastian Farms,SF33,33PVD,PV,OE,BS379,Must,25.5,10.2,3.1,4.69,91,53,135,1426,
18-09-19,2:22:01 PM,380,Mission Hill Family Estate,Sebastian Farms,SF33,33MEK,ME,OE,BS380 HEAVY,Must,23.3,5.8,3.34,2.31,68,20,84,1309,
18-09-19,2:21:29 PM,380,Mission Hill Family Estate,Sebastian Farms,SF33,33MEK,ME,OE,BS380 LIGHT,Must,23.3,5.1,3.35,1.14,63,22,81,1202,
18-10-19,3:06:48 PM,381,Mission Hill Family Estate,Sebastian Farms,SF31,31CSG,CS,OW,BS381,Must,21.2,4.6,3.61,1.47,142,69,199,1447,
18-10-19,3:07:19 PM,382,Mission Hill Family Estate,Sebastian Farms,SF31,31CSH,CS,OW,BS382,Must,23.2,5.7,3.37,2.1,96,38,127,1283,
18-10-02,6:53:12 PM,383,Mission Hill Family Estate,Sebastian Farms,SF31,31MBF,MB,OW,BS383,Must,21.9,5.1,3.51,1.62,119,46,157,1334,
18-10-19,3:07:51 PM,383,Mission Hill Family Estate,Sebastian Farms,SF31,31MBF,MB,OW,BS383,Must,22.7,4.8,3.53,1.62,128,42,162,1525,
18-10-22,7:58:53 PM,384,Mission Hill Family Estate,Sebastian Farms,SF31,31PVA,PV,OW,BS384,Must,22.1,11.3,3.1,4.65,153,85,223,1404,
18-10-02,6:52:42 PM,385,Mission Hill Family Estate,Sebastian Farms,SF31,31CFC,CF,OW,BS385,Must,22.2,5.7,3.55,1.34,153,67,207,1321,
18-10-19,3:05:13 PM,386,Mission Hill Family Estate,Sebastian Farms,SF31,31CSB,CS,OW,BS386,Must,20.7,5.5,3.53,1.63,139,74,200,1442,
18-10-19,3:05:45 PM,387,Mission Hill Family Estate,Sebastian Farms,SF31,31CSD,CS,OW,BS387,Must,23,5.3,3.45,1.66,130,61,181,1318,
18-10-19,3:06:16 PM,388,Mission Hill Family Estate,Sebastian Farms,SF31,31CSE,CS,OW,BS388,Must,22.7,4.8,3.51,1.4,123,50,164,1380,
18-10-02,6:55:50 PM,389,Mission Hill Family Estate,Sebastian Farms,SF33,33CFF,CF,OE,BS389,Must,24.4,6.4,3.25,1.74,56,12,66,1228,
18-10-02,6:56:22 PM,390,Mission Hill Family Estate,Sebastian Farms,SF33,33CFL,CF,OE,BS390,Must,24.5,5.7,3.35,1.6,67,12,77,1310,
18-10-19,3:08:23 PM,391,Mission Hill Family Estate,Sebastian Farms,SF33,33CSA,CS,OE,BS391,Must,22.4,6.6,3.2,2.2,86,39,119,1142,
18-10-19,3:08:54 PM,392,Mission Hill Family Estate,Sebastian Farms,SF33,33CSC,CS,OE,BS392,Must,23,5.4,3.27,1.31,90,30,114,1001,
18-10-02,6:55:18 PM,396,Mission Hill Family Estate,Sebastian Farms,SF33,33CFE,CF,OE,BS396,Must,25,6.1,3.33,1.93,56,17,70,1238,
18-08-28,7:52:25 PM,400,Mission Hill Family Estate,"Buttar, Jaswinder",Contracted Grower,BUTSBB,SB,OL,BS400,Must,15.1,19.9,2.65,9.89,68,156,197,1274,
18-09-07,2:00:24 PM,400,Mission Hill Family Estate,"Buttar, Jaswinder",Contracted Grower,BUTSBB,SB,OL,BS400,Must,15.3,14.1,2.86,5.78,112,172,254,1142,
18-09-14,3:34:18 PM,400,Mission Hill Family Estate,"Buttar, Jaswinder",Contracted Grower,BUTSBB,SB,OL,BS400,Must,20,10.8,3.01,4.08,122,117,218,1288,
18-09-21,7:30:40 PM,400,Mission Hill Family Estate,"Buttar, Jaswinder",Contracted Grower,BUTSBB,SB,OL,BS400,Must,20.2,8.8,3.14,2.98,148,133,257,1022,
18-10-03,8:26:04 PM,400,Mission Hill Family Estate,"Buttar, Jaswinder",Contracted Grower,BUTSBB,SB,OL,BS400,Must,22.5,9.4,3.11,3.09,130,90,204,1309,
18-10-04,7:19:33 PM,401,Mission Hill Family Estate,"Buttar, Jaswinder",Contracted Grower,BUTMED,ME,OL,BS401,Must,20.7,8.9,3.24,3.97,95,74,156,1463,
18-10-12,2:09:55 PM,401,Mission Hill Family Estate,"Buttar, Jaswinder",Contracted Grower,BUTMED,ME,OL,BS401,Must,23.5,6.7,3.4,3.19,116,55,162,1601,
18-09-07,2:00:55 PM,402,Mission Hill Family Estate,"Buttar, Jaswinder",Contracted Grower,BUTPGC,PG,OL,BS402,Must,18.1,11.2,2.92,4.19,83,101,166,1014,
18-09-14,3:34:50 PM,402,Mission Hill Family Estate,"Buttar, Jaswinder",Contracted Grower,BUTPGC,PG,OL,BS402,Must,21.6,8.2,3.22,2.86,136,102,220,1147,
18-09-21,7:31:12 PM,402,Mission Hill Family Estate,"Buttar, Jaswinder",Contracted Grower,BUTPGC,PG,OL,BS402,Must,21.2,9.3,3.22,3.59,177,133,287,1306,
18-09-07,1:59:52 PM,403,Mission Hill Family Estate,"Buttar, Jaswinder",Contracted Grower,BUTCHA,CH,OL,BS403,Must,18.6,13.4,3.01,6.24,177,169,316,1334,
18-09-14,3:33:47 PM,403,Mission Hill Family Estate,"Buttar, Jaswinder",Contracted Grower,BUTCHA,CH,OL,BS403,Must,21.4,10.1,3.16,4.13,142,112,234,1390,
18-09-21,7:30:09 PM,403,Mission Hill Family Estate,"Buttar, Jaswinder",Contracted Grower,BUTCHA,CH,OL,BS403,Must,21.3,10.5,3.29,4.97,224,158,354,1622,
18-10-22,7:57:50 PM,404,Mission Hill Family Estate,Sebastian Farms,SF21,21PVCB,PV,OE,BS404,Must,25.6,10.7,3.16,5.83,136,77,200,1511,
18-09-28,6:10:29 PM,407,Mission Hill Family Estate,Sebastian Farms,SF21,21CFGA,CF,OE,BS407,Must,25,6.4,3.37,2.44,53,11,62,1487,
18-10-03,8:30:49 PM,407,Mission Hill Family Estate,Sebastian Farms,SF21,21CFGA,CF,OE,BS407,Must,25.5,6.4,3.33,2.15,44,16,57,1264,
18-10-10,5:52:15 PM,407,Mission Hill Family Estate,Sebastian Farms,SF21,21CFGA,CF,OE,BS407,Must,26.3,6.5,3.31,2.23,45,13,56,1351,
18-10-15,8:50:09 PM,407,Mission Hill Family Estate,Sebastian Farms,SF21,21CFGA,CF,OE,BS407,Must,25.8,6,3.37,1.88,60,19,76,1249,
18-10-18,6:40:25 PM,409,Mission Hill Family Estate,Sebastian Farms,SF03,03CSHB,CS,OE,BS409,Must,25.2,5.1,3.46,1.83,72,15,85,1280,
18-10-22,7:51:59 PM,409,Mission Hill Family Estate,Sebastian Farms,SF03,03CSHB,CS,OE,BS409,Must,25.2,6.2,3.35,2.15,81,25,101,1358,
18-10-03,8:33:27 PM,41,Mission Hill Family Estate,Sebastian Farms,SF02,02CSO,CS,OE,BS41,Must,25.5,6.4,3.31,1.85,57,33,84,1285,
18-10-10,5:46:27 PM,41,Mission Hill Family Estate,Sebastian Farms,SF02,02CSO,CS,OE,BS41,Must,25.7,6.4,3.4,1.95,61,23,80,1553,
18-10-17,8:18:40 PM,41,Mission Hill Family Estate,Sebastian Farms,SF02,02CSO,CS,OE,BS41,Must,26.1,5.8,3.39,1.82,60,16,73,1329,
18-09-25,5:20:21 PM,410,Mission Hill Family Estate,Sebastian Farms,SF02,02MEJB,ME,OE,BS410,Must,24.8,4.7,3.46,1.56,56,6,61,1360,
18-09-11,6:47:31 PM,411,Mission Hill Family Estate,Sebastian Farms,SF03,03MEFA,ME,OE,BS411,Must,25.6,5.5,3.4,1.5,48,12,58,1448,
18-09-17,5:25:24 PM,411,Mission Hill Family Estate,Sebastian Farms,SF03,03MEFA,ME,OE,BS411,Must,24.7,5.8,3.29,1.66,41,3,43,1305,
18-09-17,5:25:56 PM,411,Mission Hill Family Estate,Sebastian Farms,SF03,03MEFA,ME,OE,BS411,Must,25.1,5.3,3.36,1.48,51,6,57,1371,
18-09-25,5:18:46 PM,411,Mission Hill Family Estate,Sebastian Farms,SF03,03MEFA,ME,OE,BS411,Must,25.8,4.7,3.5,1.68,61,-2,59,1440,
18-09-25,5:19:17 PM,411,Mission Hill Family Estate,Sebastian Farms,SF03,03MEFA,ME,OE,BS411,Must,25.7,4.6,3.49,1.52,54,-1,53,1445,
18-09-17,5:24:53 PM,412,Mission Hill Family Estate,Sebastian Farms,SF02,02MEJC,ME,OE,BS412,Must,24.6,4.9,3.42,1.16,60,8,67,1376,
18-09-25,5:20:52 PM,412,Mission Hill Family Estate,Sebastian Farms,SF02,02MEJC,ME,OE,BS412,Must,25.4,4.2,3.53,1.06,67,7,73,1417,
18-09-25,5:19:50 PM,414,Mission Hill Family Estate,Sebastian Farms,SF02,02MEMA,ME,OE,BS414,Must,25.3,5,3.43,1.44,60,12,70,1263,
18-10-10,5:45:55 PM,415,Mission Hill Family Estate,Sebastian Farms,SF02,02CSPB,CS,OE,BS415,Must,24.5,5.8,3.44,1.96,59,14,71,1576,
18-10-17,8:19:45 PM,415,Mission Hill Family Estate,Sebastian Farms,SF02,02CSPB,CS,OE,BS415,Must,25.2,5.5,3.45,1.99,64,9,72,1414,
18-09-11,6:46:59 PM,416,Mission Hill Family Estate,Sebastian Farms,SF02,02MEMB,ME,OE,BS416,Must,25,4.8,3.49,1.36,69,13,80,1408,
18-09-17,5:24:21 PM,416,Mission Hill Family Estate,Sebastian Farms,SF02,02MEMB,ME,OE,BS416,Must,24.8,5.5,3.43,1.37,67,16,81,1522,
18-09-06,4:49:20 PM,417,Mission Hill Family Estate,Sebastian Farms,SF02,02MEIA,ME,OE,BS417,Must,24.6,5.6,3.42,1.64,80,16,94,1545,
18-09-11,6:46:27 PM,417,Mission Hill Family Estate,Sebastian Farms,SF02,02MEIA,ME,OE,BS417,Must,24.8,5.2,3.48,1.34,74,16,87,1508,
18-08-28,7:26:22 PM,42,Mission Hill Family Estate,Sebastian Farms,SF02,02MEI,ME,OE,BS42,Must,18.7,8.6,3.12,2.66,61,52,104,1339,
18-08-23,12:43:34 PM,42,Mission Hill Family Estate,Sebastian Farms,SF02,02MEI,ME,OE,BS42- 2MEIA,Must,21.6,5.8,3.31,1.87,64,12,74,1491,
18-08-23,12:43:03 PM,42,Mission Hill Family Estate,Sebastian Farms,SF02,02MEI,ME,OE,BS42- 2MEIC,Must,18,7.9,3.13,2.85,47,19,62,1431,
18-09-04,4:36:29 PM,420,Mission Hill Family Estate,Sebastian Farms,SF02,02SBBB,SB,OE,BS420,Must,19.7,8.8,2.99,2.84,28,27,50,1192,
18-08-31,12:08:22 PM,421,Mission Hill Family Estate,Sebastian Farms,SF02,02MEIC,ME,OE,BS421,Must,20.5,7.6,3.14,2.24,46,27,68,1245,
18-09-06,4:49:51 PM,421,Mission Hill Family Estate,Sebastian Farms,SF02,02MEIC,ME,OE,BS421,Must,22.1,7,3.26,1.85,63,27,85,1449,
18-10-18,6:39:53 PM,422,Mission Hill Family Estate,Sebastian Farms,SF03,03CSHA,CS,OE,BS422,Must,24.4,5.4,3.49,2.06,79,20,96,1353,
18-10-22,7:51:27 PM,422,Mission Hill Family Estate,Sebastian Farms,SF03,03CSHA,CS,OE,BS422,Must,24.9,5.7,3.47,2.4,84,17,99,1558,
18-10-10,5:45:24 PM,423,Mission Hill Family Estate,Sebastian Farms,SF02,02CSFB,CS,OE,BS423,Must,24.7,4.6,3.48,1.37,49,-1,48,1417,
18-10-17,8:17:37 PM,423,Mission Hill Family Estate,Sebastian Farms,SF02,02CSFB,CS,OE,BS423,Must,24.7,4.8,3.49,1.34,60,3,62,1381,
18-10-22,7:44:05 PM,423,Mission Hill Family Estate,Sebastian Farms,SF02,02CSFB,CS,OE,BS423,Must,25.4,4.9,3.43,1.49,69,7,75,1350,
18-10-18,6:47:16 PM,424,Mission Hill Family Estate,Sebastian Farms,SF02,02CSGA,CS,OE,BS424,Must,26.3,5.4,3.49,1.69,81,19,97,1482,
18-10-22,7:43:33 PM,424,Mission Hill Family Estate,Sebastian Farms,SF02,02CSGA,CS,OE,BS424,Must,25.9,6.2,3.33,1.83,67,22,85,1258,
18-10-10,5:44:52 PM,425,Mission Hill Family Estate,Sebastian Farms,SF02,02CSGB,CS,OE,BS425,Must,23.8,5.6,3.33,1.35,48,18,63,1250,
