Q G ~ Q   u   a   i   l   s       G   a   t   e       E   s   t   a   t   e       W   i   n   e   r   y   .,,,,,,,,
Agricultural Summary,,,,,,Page 1 of 10,,
OSO - Osoyoos Vineyard / B3,,Phenological,2014-01-05,Budbreak,,,2.3,
"QGV - Quails Gate Vineyard / F1B7,F3B2",,Phenological,2013-06-21,,,,5.4,
"MAN - Mannhardt / Sunnyside / F2B1,F2B2,F3B1",,Phenological,2013-06-21,,,,7.1,
"QGV - Quails Gate Vineyard /   F1B3,F1B4",,Phenological,2013-06-20,,,,9.5,
MAN - Mannhardt / Sunnyside / F1B3,,Phenological,2013-06-20,,,,5.1,
"MAN - Mannhardt / Sunnyside / F1B1,F1B2,F1B4",,Phenological,2013-06-18,Full bloom,,,9.8,
QGV - Quails Gate Vineyard /   F2B1,,Phenological,2013-06-18,Full bloom,,,2.7,
"QGV - Quails Gate Vineyard / F6B1,F6B2",,Phenological,2013-06-18,Full bloom,,,4.9,
"QGV - Quails Gate Vineyard / F2B2,F2B6,F2B7,F2",,Phenological,2013-06-18,Full bloom,,,11.2,
"QGV - Quails Gate Vineyard / F1B5,F1B6",,Phenological,2013-06-17,Full bloom,,,5.,
MAN - Mannhardt / Sunnyside / F2B9,,Phenological,2013-06-17,Full bloom,,,1.7,
"QGV - Quails Gate Vineyard / F2B4,F2B5",,Phenological,2013-06-17,Full bloom,,,2.1,
"QGV - Quails Gate Vineyard /   F4B5,F4B6,F5B7",,Phenological,2013-06-17,Full bloom,,,4.5,
"QGV - Quails Gate Vineyard / F5B1,F5B2,F5B3,F5",,Phenological,2013-06-16,Full bloom,,,10.9,
"QGV - Quails Gate Vineyard / F1B1,F1B2,F1B5,F1",,Phenological,2013-06-16,Full bloom,,,7.,
"QGV - Quails Gate Vineyard / F3B5,F3B6,F3B7,F3",,Phenological,2013-06-16,Full bloom,,,5.3,
"MAN - Mannhardt / Sunnyside / F1B4,F1B5,F2B5",,Phenological,2013-06-15,Full bloom,,,9.1,
"QGV - Quails Gate Vineyard /   F4B7,F4B8,F4B9,F",,Phenological,2013-06-15,Full bloom,,,6.7,
"QGV - Quails Gate Vineyard /   F3B1,F3B3,F4B2,F",,Phenological,2013-06-14,Full bloom,,,7.8,
"QGV - Quails Gate Vineyard / F3B2,F4B4",,Phenological,2013-06-07,Full Bloom,,,1.9,
OSO - Osoyoos Vineyard / B3,,Phenological,2013-06-06,Full Bloom,,,2.3,
"OSO - Osoyoos Vineyard / B1,B4,B5,B6",,Phenological,2013-05-26,FULL BLOOM,,,11.5,
"MRT - Martyna Vineyard / B1,B2,B4",,Phenological,2013-05-06,Budbreak,,,7.8,
"PAT - Patricia Vineyard / B1,B2,B3,B4",,Phenological,2013-05-06,Budbreak,,,9.1,
"QGV - Quails Gate Vineyard / F2B2,F2B6,F2B7,F2",,Phenological,2013-05-06,Budbreak,,,11.2,
"MAN - Mannhardt / Sunnyside / F1B1,F1B2,F3B4",,Phenological,2013-05-05,Budbreak,,,7.6,
"MAN - Mannhardt / Sunnyside / F2B1,F2B2,F3B1",,Phenological,2013-05-05,Budbreak,,,7.1,
"QGV - Quails Gate Vineyard / F4B5,F4B6,F5B7",,Phenological,2013-05-05,Budbreak,,,4.5,
"QGV - Quails Gate Vineyard / F4B10,F4B11,F4B7,",,Phenological,2013-05-02,Budbreak,,,6.7,
MAN - Mannhardt / Sunnyside /   F1B3,,Phenological,2013-05-01,,,,5.1,
"MAN - Mannhardt / Sunnyside /   F1B4, F1B5",,Phenological,2013-05-01,Budbreak,,,4.3,
"QGV - Quails Gate Vineyard / F1B5,F1B6",,Phenological,2013-05-01,Budbreak,,,5.,
"MRT - Martyna Vineyard / B3,B5",,Phenological,2013-05-01,Budbreak,,,7.8,
"MAN - Mannhardt / Sunnyside / F2B5,F2B6,F2B7",,Phenological,2013-04-29,Budbreak,,,4.8,
"QGV - Quails Gate Vineyard / F5B5, F5B6",,Phenological,2013-04-29,Budbreak,,,2.5,
"QGV - Quails Gate Vineyard / F4B2,F4B3",,Phenological,2013-04-29,Budbreak,,,3.6,
"QGV - Quails Gate Vineyard / F3B1,F3B3,F3B5,F3",,Phenological,2013-04-29,Budbreak,,,6.1,
QGV - Quails Gate Vineyard /   F2B1,,Phenological,2013-04-29,Budbreak,,,2.7,
"QGV - Quails Gate Vineyard / F5B3,F5B4",,Phenological,2013-04-28,Budbreak,,,2.5,
Q G ~ Q   u   a   i   l   s       G   a   t   e       E   s   t   a   t   e       W   i   n   e   r   y   .,,,,,,,,
Agricultural Summary,,,,,,Page 8 of 10,,
Location / Sub,Type,,Date,,Note                                     Acres,,,
"QGV - Quails Gate Vineyard / F1B2,F3B4,F4B1,F5",,Phenological,2013-04-28,Budbreak,,,9.3,
OSO - Osoyoos Vineyard / B2,,Phenological,2013-04-27,Budbreak,,,1.,
OSO - Osoyoos Vineyard / B2,,Phenological,2013-04-27,Budbreak,,,1.,
OSO - Osoyoos Vineyard / B3,,Phenological,2013-04-24,Budbreak,,,2.3,
"OSO - Osoyoos Vineyard / B1,B4,B5,B6",,Phenological,2013-04-22,Budbreak,,,11.5,
"MAN - Mannhardt / Sunnyside / F1B4, F1B5",,Phenological,2012-08-22,Lag Phase,,,4.3,
"MAN - Mannhardt / Sunnyside / F1B1, F2B2",,Phenological,2012-08-22,Lag Phase,,,4.4,
"PAT - Patricia Vineyard / B1,B2,B3,B4",,Phenological,2012-08-13,Lag Phase,,,9.1,
"MRT - Martyna Vineyard / B3,B5",,Phenological,2012-08-13,Lag Phase,,,7.8,
"MRT - Martyna Vineyard / B1,B2,B4",,Phenological,2012-08-13,Lag Phase,,,7.8,
"QGV - Quails Gate Vineyard / F6B1,F6B2",,Phenological,2012-08-09,Lag Phase,,,4.9,
QGV - Quails Gate Vineyard / F5B8/9,,Phenological,2012-08-09,Lag Phase,,,1.9,
QGV - Quails Gate Vineyard / F5B7,,Phenological,2012-08-09,Lag Phase,,,0.9,
QGV - Quails Gate Vineyard / F4B6,,Phenological,2012-08-09,Lag Phase,,,1.2,
QGV - Quails Gate Vineyard / F4B5,,Phenological,2012-08-09,"16 clusters/vine
90 g/cluster",,,2.4,
,,,,,,,,
QGV - Quails Gate Vineyard / F2B9,,Phenological,2012-08-09,"20.9 clusters/vine
107.1 g/cluster",,,0.8,
,,,,,,,,
QGV - Quails Gate Vineyard / F2B8,,Phenological,2012-08-09,Lag Phase,,,0.9,
QGV - Quails Gate Vineyard / F2B7,,Phenological,2012-08-09,18.4 clusters/vine 80 g/cluster,,,2.7,
,,,,,,,,
QGV - Quails Gate Vineyard / F2B2,,Phenological,2012-08-09,Lag Phase,,,2.8,
QGV - Quails Gate Vineyard / F2B1,,Phenological,2012-08-09,Lag Phase,,,2.7,
QGV - Quails Gate Vineyard / F1B1,,Phenological,2012-08-09,Lag Phase,,,1.1,
MAN - Mannhardt / Sunnyside / F3B3,,Phenological,2012-08-08,23.3 clusters/vine 167 g/cluster,,,2.9,
,,,,,,,,
"MAN - Mannhardt / Sunnyside / F3B1,F3B2,F3B5",,Phenological,2012-08-08,Lag Phase,,,2.5,
MAN - Mannhardt / Sunnyside / F2B3,,Phenological,2012-08-08,Lag Phase,,,0.6,
"MAN - Mannhardt / Sunnyside / F2B1, F2B2",,Phenological,2012-08-08,Lag Phase,,,2.9,
MAN - Mannhardt / Sunnyside /   F1B3,,Phenological,2012-08-08,Lag Phase,,,5.1,
QGV - Quails Gate Vineyard / F2B6,,Phenological,2012-08-08,"14.5 clusters/vine
120.8 g/cluster",,,4.,
,,,,,,,,
QGV - Quails Gate Vineyard / F2B3,,Phenological,2012-08-08,23.1 clusters/vine (47 - T-bar) 125 g/cluster (80 - T-bar),,,1.9,
,,,,,,,,
QGV - Quails Gate Vineyard / F1B7,,Phenological,2012-08-08,Lag Phase,,,4.3,
QGV - Quails Gate Vineyard / F1B6,,Phenological,2012-08-08,16.3 clusters/vine 75 g/cluster,,,1.5,
,,,,,,,,
QGV - Quails Gate Vineyard / F1B5,,Phenological,2012-08-08,Lag Phase,,,3.5,
QGV - Quails Gate Vineyard / F1B4,,Phenological,2012-08-08,Lag Phase,,,5.1,
QGV - Quails Gate Vineyard / F1B3,,Phenological,2012-08-08,Lag Phase,,,4.4,
"MAN - Mannhardt / Sunnyside / F2B5,F2B6,F2B7",,Phenological,2012-08-07,Lag Phase,,,4.8,
QGV - Quails Gate Vineyard / F4B3,,Phenological,2012-08-03,Lag Phase,,,2.7,
QGV - Quails Gate Vineyard / F4B2,,Phenological,2012-08-03,Lag Phase,,,0.9,
QGV - Quails Gate Vineyard / F4B1,,Phenological,2012-08-03,Lag Phase,,,2.3,
Q G ~ Q   u   a   i   l   s       G   a   t   e       E   s   t   a   t   e       W   i   n   e   r   y   .,,,,,,,,
Agricultural Summary,,,,,,Page 9 of 10,,
Location / Sub,Type,,Date,,Note                                     Acres,,,
"QGV - Quails Gate Vineyard / F2B4,F2B5",,Phenological,2012-08-03,Lag Phase,,,2.1,
QGV - Quails Gate Vineyard / F1B2,,Phenological,2012-08-03,Lag Phase,,,0.9,
"QGV - Quails Gate Vineyard / F5B5,F5B6",,Phenological,2012-08-02,"B5 - 17.3 clusters/vine, 101 g/cluster
B6 - 15.2 clusters/vine, 106 g/cluster",,,2.5,
,,,,,,,,
"QGV - Quails Gate Vineyard / F5B1,F5B2,F5B3,F5",,Phenological,2012-08-02,Lag Phase,,,6.2,
QGV - Quails Gate Vineyard / F4B11,,Phenological,2012-08-02,"14 clusters/vine
81 g/cluster",,,1.6,
,,,,,,,,
QGV - Quails Gate Vineyard / F4B10,,Phenological,2012-08-02,Lag Phase,,,1.7,
"QGV - Quails Gate Vineyard / F4B7,F4B8,F4B9",,Phenological,2012-08-02,Lag Phase,,,3.4,
"QGV - Quails Gate Vineyard / F3B5,F3B6,F3B7,F3",,Phenological,2012-08-02,Lag Phase,,,2.8,
QGV - Quails Gate Vineyard / F3B4,,Phenological,2012-08-02,Lag Phase,,,2.4,
QGV - Quails Gate Vineyard / F3B3,,Phenological,2012-08-02,Lag Phase,,,2.5,
QGV - Quails Gate Vineyard / F3B1,,Phenological,2012-08-02,Lag Phase,,,1.8,
QGV - Quails Gate Vineyard / F4B4,,Phenological,2012-07-26,Lag Phase,,,0.8,
QGV - Quails Gate Vineyard / F3B2,,Phenological,2012-07-26,Lag Phase,,,1.1,
MAN - Mannhardt / Sunnyside / F3B3,,Phenological,2012-07-01,Flowering,,,2.9,
"MAN - Mannhardt / Sunnyside / F3B1,F3B2,F3B5",,Phenological,2012-07-01,Flowering,,,2.5,
MAN - Mannhardt / Sunnyside / F2B3,,Phenological,2012-07-01,Flowering,,,0.6,
"MAN - Mannhardt / Sunnyside / F2B1, F2B2",,Phenological,2012-07-01,Flowering,,,2.9,
"MAN - Mannhardt / Sunnyside / F1B1, F2B2",,Phenological,2012-07-01,Flowering,,,4.4,
"PAT - Patricia Vineyard / B1,B2,B3,B4",,Phenological,2012-07-01,Flowering,,,9.1,
"MRT - Martyna Vineyard / B3,B5",,Phenological,2012-07-01,Flowering,,,7.8,
"MRT - Martyna Vineyard / B1,B2,B4",,Phenological,2012-07-01,Flowering,,,7.8,
QGV - Quails Gate Vineyard / F5B7,,Phenological,2012-07-01,Flowering,,,0.9,
QGV - Quails Gate Vineyard / F2B3,,Phenological,2012-07-01,Flowering,,,1.9,
QGV - Quails Gate Vineyard / F1B7,,Phenological,2012-07-01,Flowering,,,4.3,
QGV - Quails Gate Vineyard / F1B1,,Phenological,2012-07-01,Flowering,,,1.1,
MAN - Mannhardt / Sunnyside / F1B3,,Phenological,2012-06-30,Flowering,,,5.1,
QGV - Quails Gate Vineyard / F4B5,,Phenological,2012-06-30,Flowering,,,2.4,
QGV - Quails Gate Vineyard / F4B1,,Phenological,2012-06-30,Flowering,,,2.3,
QGV - Quails Gate Vineyard / F2B8,,Phenological,2012-06-30,Flowering,,,0.9,
QGV - Quails Gate Vineyard / F2B7,,Phenological,2012-06-30,Flowering,,,2.7,
QGV - Quails Gate Vineyard / F2B6,,Phenological,2012-06-30,Flowering,,,4.,
QGV - Quails Gate Vineyard / F1B3,,Phenological,2012-06-30,Flowering,,,4.4,
"QGV - Quails Gate Vineyard / F6B1,F6B2",,Phenological,2012-06-29,Flowering,,,4.9,
QGV - Quails Gate Vineyard / F4B6,,Phenological,2012-06-29,Flowering,,,1.2,
"QGV - Quails Gate Vineyard / F2B4,F2B5",,Phenological,2012-06-29,Flowering,,,2.1,
QGV - Quails Gate Vineyard / F1B6,,Phenological,2012-06-29,Flowering,,,1.5,
QGV - Quails Gate Vineyard / F1B5,,Phenological,2012-06-29,Flowering,,,3.5,
QGV - Quails Gate Vineyard / F1B4,,Phenological,2012-06-29,Flowering,,,5.1,
QGV - Quails Gate Vineyard / F5B8/9,,Phenological,2012-06-28,Flowering,,,1.9,
QGV - Quails Gate Vineyard / F3B3,,Phenological,2012-06-28,Flowering,,,2.5,
"MAN - Mannhardt / Sunnyside / F2B5,F2B6,F2B7",,Phenological,2012-06-27,Flowering,,,4.8,
Q G ~ Q   u   a   i   l   s       G   a   t   e       E   s   t   a   t   e       W   i   n   e   r   y   .,,,,,,,,
Agricultural Summary,,,,,,Page 10 of 10,,
Location / Sub,Type,,Date,,Note                                     Acres,,,
"MAN - Mannhardt / Sunnyside /   F1B4, F1B5",,Phenological,2012-06-27,Flowering,,,4.3,
"QGV - Quails Gate Vineyard / F5B5,F5B6",,Phenological,2012-06-27,Flowering,,,2.5,
"QGV - Quails Gate Vineyard / F5B1,F5B2,F5B3,F5",,Phenological,2012-06-27,Flowering,,,6.2,
QGV - Quails Gate Vineyard / F4B11,,Phenological,2012-06-27,Flowering,,,1.6,
QGV - Quails Gate Vineyard / F4B10,,Phenological,2012-06-27,Flowering,,,1.7,
"QGV - Quails Gate Vineyard / F4B7,F4B8,F4B9",,Phenological,2012-06-27,Flowering,,,3.4,
QGV - Quails Gate Vineyard / F4B3,,Phenological,2012-06-27,Flowering,,,2.7,
QGV - Quails Gate Vineyard / F4B2,,Phenological,2012-06-27,Flowering,,,0.9,
"QGV - Quails Gate Vineyard / F3B5,F3B6,F3B7,F3",,Phenological,2012-06-27,Flowering,,,2.8,
QGV - Quails Gate Vineyard / F2B9,,Phenological,2012-06-27,Flowering,,,0.8,
QGV - Quails Gate Vineyard / F2B2,,Phenological,2012-06-27,Flowering,,,2.8,
QGV - Quails Gate Vineyard / F1B2,,Phenological,2012-06-27,Flowering,,,0.9,
QGV - Quails Gate Vineyard / F3B1,,Phenological,2012-06-26,Flowering,,,1.8,
QGV - Quails Gate Vineyard / F2B1,,Phenological,2012-06-26,Flowering,,,2.7,
QGV - Quails Gate Vineyard / F3B4,,Phenological,2012-06-25,Flowering,,,2.4,
QGV - Quails Gate Vineyard / F4B4,,Phenological,2012-06-22,Flowering,,,0.8,
QGV - Quails Gate Vineyard / F3B2,,Phenological,2012-06-22,Flowering,,,1.1,
OSO - Osoyoos Vineyard / B2,,Phenological,2012-05-10,Budburst,,,1.,
"MAN - Mannhardt / Sunnyside / F2B1,F2B2,F3B1",,Phenological,2012-05-10,Budburst,,,5.4,
"QGV - Quails Gate Vineyard / F1B1,F4B5,F5B7",,Phenological,2012-05-10,Budburst,,,4.4,
MAN - Mannhardt / Sunnyside / F3B3,,Phenological,2012-05-09,Budburst,,,2.9,
"QGV - Quails Gate Vineyard / F2B7,F2B8",,Phenological,2012-05-09,Budburst,,,3.5,
"MAN - Mannhardt / Sunnyside /   F1B5,F2B4,F3B",,Phenological,2012-05-08,Budburst,,,2.2,
"QGV - Quails Gate Vineyard / F2B2,F2B9,F4B6",,Phenological,2012-05-08,Budburst,,,4.7,
OSO - Osoyoos Vineyard / B3,,Phenological,2012-05-07,Budburst,,,2.3,
"MAN - Mannhardt / Sunnyside /   F1B4,F2B5,F2B",,Phenological,2012-05-07,Budburst,,,9.8,
"QGV - Quails Gate Vineyard / F1B4,F6B1,F6B2",,Phenological,2012-05-07,Budburst,,,10.,
"QGV - Quails Gate Vineyard /   F5B5,F5B6",,Phenological,2012-05-06,Budburst,,,2.5,
"MRT - Martyna Vineyard / B1,B2,B4",,Phenological,2012-05-05,Budburst,,,7.8,
"PAT - Patricia Vineyard / B1,B2,B3,B4",,Phenological,2012-05-05,Budburst,,,9.1,
"QGV - Quails Gate Vineyard /   F1B3,F3B3,F3B5,F",,Phenological,2012-05-05,Budburst,,,9.7,
"MAN - Mannhardt / Sunnyside / F1B1,F1B2,F1B3",,Phenological,2012-05-04,Budburst,,,11.1,
"QGV - Quails Gate Vineyard /   F1B7,F2B3,F4B3,F",,Phenological,2012-05-04,Budburst,,,10.6,
"MRT - Martyna Vineyard / B3,B5",,Phenological,2012-05-03,Budburst,,,7.8,
"MRT - Martyna Vineyard / B3,B5",,Phenological,2012-05-03,Budburst,,,7.8,
"QGV - Quails Gate Vineyard / F2B6,F4B2,F4B7,F4",,Phenological,2012-05-03,Budburst,,,8.4,
QGV - Quails Gate Vineyard /   F5B8/9,,Phenological,2012-05-02,Budburst,,,1.9,
"QGV - Quails Gate Vineyard / F4B11,F5B1,F5B2,F",,Phenological,2012-05-02,Budburst,,,7.8,
"QGV - Quails Gate Vineyard / F1B5,F1B6,F2B4,F2",,Phenological,2012-05-01,Budburst,,,11.3,
"QGV - Quails Gate Vineyard / F1B2,F4B1",,Phenological,2012-04-30,Budburst,,,3.2,
"QGV - Quails Gate Vineyard / F3B2,F4B4",,Phenological,2012-04-29,Budburst,,,1.9,
"OSO - Osoyoos Vineyard / B1,B4,B5,B6",,Phenological,2012-04-28,Budburst,,,11.5,
QGV - Quails Gate Vineyard /   F2B1,,Phenological,2012-04-28,Budburst,,,2.7,
